ResSecond,EffortFiscInd,EffortFisc,ReFiscHab,DGF,CodeINSEECom,NomCom,PopDGF,PopINSEE,AGE65,Sup,PotFisc,PotFiscHab,ProduitnetFB,ProduitnetTH,BasesnettesFB,BasesnettesTH,NombredelogementsTHdelacommune,Nombredelogementssociauxdelacommune,DGFHab
22,"94,76934707","1,247548","384,6694772",75 755,22371,TREMOREL,1208,1186,17,3376,"1104,562086","1145,701159",456218,156015,2225363,767170,531,10,"63,87436762"
22,"140,0549057","0,844164","261,3049348",40 816,29097,LAMPAUL-GUIMILIAU,2170,2148,"17,1",1748,"1159,336406","1170,621198",561283,309745,3884087,2519885,893,30,"19,0018622"
22,"106,4526641","1,110628","116,9653244",96 484,29110,LANGOLEN,916,894,14,1692,"782,482533","870,683406",104567,141918,536762,867626,389,25,"107,9239374"
22,"110,2726935","1,072154","105,3133333",47 348,29115,LANNEDERN,322,300,"24,4",1243,"570,909938","678,978261",31594,44922,191317,242559,173,8,"157,8266667"
22,"100,3961433","1,177628","102,5675341",193 842,29262,SAINT-SAUVEUR,829,807,"13,9",1324,"418,209891","495,038601",82772,105003,410414,585627,354,16,"240,2007435"
22,"93,65780867","1,262354","159,3220339",53 208,29282,TREBABU,376,354,"22,6",436,"497,672872","595,255319",56400,83755,245451,423059,167,12,"150,3050847"
22,"111,8671981","1,056872","62,3412604",155 532,35056,CHAPELLE-AUX-FILTZMEENS,863,841,"8,3",636,"427,79606","521,438007",52429,80904,360807,594023,325,27,"184,9369798"
22,"92,22585943","1,281954","83,05105514",270 486,35062,CHAPELLE-JANSON,1491,1469,"21,8",2696,"517,800134","620,871898",122002,212153,746337,1033187,609,27,"184,1293397"
22,"109,5244182","1,079479","64,30319149",49 789,56025,BRIGNAC,210,188,"28,3",1312,"446,004762","629,828571",12089,19030,95266,142143,114,0,"264,8351064"
21,"100,406801","1,177503","69,52521008",98 861,22019,BRINGOLO,497,476,"15,3",938,"376,311871","473,39839",33094,41807,195711,319746,205,0,"207,6911765"
21,"83,66396187","1,413145","174,9279561",223 737,22275,SAINT-BARNABE,1298,1277,"20,5",2275,"650,724961","797,402928",223383,175089,788929,1053572,583,16,"175,2051684"
21,"95,15406743","1,242504","68,00816327",96 383,22348,TREDIAS,511,490,"24,5",1101,"530,729941","647,78865",33324,53809,238940,352668,260,3,"196,7"
21,"74,33458707","1,590502","118,3081683",211 736,22386,VIEUX-BOURG,829,808,"15,6",2513,"379,250905","520,044632",95593,105458,350789,508505,327,8,"262,049505"
21,"93,79496949","1,260508","159,0322222",156 049,29017,BRELES,921,900,"13,7",1406,"484,46797","563,427796",143129,182450,609466,946944,369,12,"173,3877778"
21,"123,5439218","0,956982","157,0025295",224 548,29045,DIRINON,2393,2372,"17,8",3302,"755,297534","823,449227",372410,394934,2283594,2593725,962,31,"94,66610455"
21,"81,26496492","1,454862","131,6900369",108 536,29070,GUILER-SUR-GOYEN,563,542,"19,9",1125,"402,479574","491,243339",71376,105998,309366,469122,254,21,"200,2509225"
21,"103,9720395","1,137126","163,3814898",34 994,29243,SAINT-COULITZ,464,443,"18,4",1122,"628,079741","670,935345",72378,66246,338002,436036,209,20,"78,99322799"
21,"118,8151871","0,995069","102,1011673",61 951,29285,TREFLAOUENAN,535,514,"18,7",816,"528,519626","603,936449",52480,66949,332002,434827,231,30,"120,5272374"
21,"101,5871937","1,163821","162,2996924",714 227,35001,ACIGNE,6864,6827,"13,8",2955,"843,987617","920,819056",1108020,1486147,6075969,7793502,2867,447,"104,6179874"
21,"100,5904689","1,175353","84,84322679",104 043,35030,BOSSE-DE-BRETAGNE,678,657,"10,6",1021,"473,525074","548,463127",55742,80744,310982,493928,287,4,"158,3607306"
21,"103,716835","1,139924","79,00350263",100 759,35050,CARDROC,592,571,"11,7",739,"412,113176","495,405405",45111,68978,271330,429985,230,6,"176,4605954"
21,"87,22191767","1,3555","146,371261",357 170,35070,CHATEAUNEUF-D'ILLE-ET-VILAINE,1726,1705,"11,3",138,"514,130939","599,826188",249563,259076,1108482,1271251,696,68,"209,483871"
21,"105,0088058","1,125899","218,2672751",201 539,35310,SAINT-SAUVEUR-DES-LANDES,1555,1534,"17,1",1884,"644,801929","738,889389",334822,164711,1968560,985699,529,39,"131,3813559"
21,"87,31461094","1,354061","97,91851852",148 032,35316,SAINT-SULPICE-DES-LANDES,831,810,"13,6",1119,"467,406739","568,894103",79314,108697,361124,571426,364,12,"182,7555556"
21,"117,2203935","1,008607","52,61764706",25 509,35325,SELLE-GUERCHAISE,191,170,"9,4",214,"461,272251","542,230366",8945,16214,64046,104964,67,0,"150,0529412"
20,"100,0287739","1,181953","82,07936508",58 737,22263,QUIOU,335,315,"21,9",506,"415,164179","528,779104",25855,33146,164769,246148,169,4,"186,4666667"
20,"89,19230767","1,325555","100,3661836",316 850,22354,TREGLAMUS,1055,1035,"16,3",1879,"424,609479","542,033175",103879,115593,505480,666689,462,13,"306,1352657"
20,"103,4971159","1,142344","160,4818267",96 130,29059,GARLAN,1093,1073,"13,9",1334,"692,242452","748,610247",172197,197293,859137,1171275,443,25,"89,58993476"
20,"109,7632685","1,07713","101,8873484",97 286,29295,TREMAOUEZAN,597,577,"8,5",830,"477,825796","555,865997",58789,92234,312615,507508,208,4,"168,6065858"
20,"112,8966368","1,047235","132,6906566",45 835,35164,MARCILLE-RAOUL,812,792,20,2241,"811,96798","850,998768",105091,81914,872504,584962,340,47,"57,87247475"
20,"92,5845109","1,276988","92,73373373",194 458,35202,NOE-BLANCHE,1019,999,"14,5",2318,"491,314033","598,088322",92641,138702,487258,724760,429,10,"194,6526527"
20,"91,70401482","1,289249","193,0473441",299 080,56120,LOCQUELTAS,1752,1732,"12,7",1946,"543,99258","658,638128",334358,280383,1247776,1630542,739,47,"172,6789838"
20,"126,4849843","0,93473","68,48717949",54 152,56216,SAINT-GORGON,410,390,"17,6",569,"460,692683","559,680488",26710,43450,226022,341662,202,10,"138,8512821"
20,"104,8826744","1,127253","87,88301887",134 733,56226,SAINT-MALO-DE-BEIGNON,550,530,"13,4",349,"431,02","608,450909",46578,49208,251273,388759,219,7,"254,2132075"
20,"102,6239966","1,152063","226,9865702",201 253,56237,SAINT-THURIAU,1956,1936,"19,1",2147,"704,02045","787,203476",439446,311689,1958924,1736461,847,34,"103,9529959"
19,"81,56524319","1,449506","145,7889231",342 850,22170,PLAINE-HAUTE,1644,1625,"15,5",1529,"555,713504","653,701946",236907,206647,844039,1179469,655,14,"210,9846154"
19,"105,9286614","1,116122","117,9888984",110 862,22234,PLOUVARA,1190,1171,"15,2",2219,"845,969748","915,8",138165,125618,873812,851459,485,13,"94,67292912"
19,"84,00285155","1,407444","150,3418925",323 844,22246,POMMERET,2122,2103,"16,4",1335,"605,750236","698,918002",316169,398412,1490794,1691711,857,19,"153,9914408"
19,"97,09350891","1,217685","71,00986842",55 262,22315,SAINT-MAUDEZ,323,304,"20,8",509,"375,869969","457,256966",21587,28746,132830,190716,131,0,"181,7828947"
19,"86,21500528","1,371331","97,40926641",65 743,22317,SAINT-MELOIR,278,259,"21,4",613,"327,140288","459,895683",25229,34061,126985,185086,115,0,"253,8339768"
19,"69,96342885","1,689873","122,4205128",240 812,22346,TREDANIEL,994,975,"16,3",1592,"429,837022","571,386318",119360,160662,419095,639978,409,12,"246,9866667"
19,"107,8843837","1,095889","126,0308123",248 942,29193,PLOUGOURVEST,1447,1428,"18,5",1407,"477,70698","568,454734",179972,211384,888765,1325132,533,24,"174,3291317"
19,"99,90435338","1,183425","140,02811",282 118,29270,SAINT-URBAIN,1691,1672,"12,2",1521,"504,094027","597,09107",234127,306759,986598,1577442,626,15,"168,7308612"
19,"117,5689247","1,005617","94,80868497",436 089,35014,BAIS,2460,2441,"19,4",3518,"598,276423","666,585366",231428,240994,1613408,1790115,955,73,"178,6517821"
19,"117,2850475","1,008051","77,07304348",172 785,35235,RANNEE,1169,1150,"20,4",5195,"563,620188","679,526091",88634,130937,589275,774819,484,14,"150,2478261"
19,"102,5317942","1,153099","99,71672598",199 289,35300,SAINT-M'HERVE,1424,1405,"17,1",2968,"589,61236","690,759129",140102,205368,784345,1170481,560,34,"141,8427046"
19,"115,9337061","1,019801","117,233026",207 847,35302,SAINT-ONEN-LA-CHAPELLE,1212,1193,"12,9",2473,"544,267327","645,223597",139859,104919,1143322,790770,440,12,"174,2221291"
19,"96,3533428","1,227039","150,3897471",1 101 479,35334,THORIGNE-FOUILLARD,8774,8739,"13,6",1358,"784,904605","879,374972",1314256,2074213,6967702,11695731,3431,496,"126,0417668"
19,"94,67615441","1,248776","166,6849192",673 787,56137,MONTERBLANC,3361,3342,"10,4",2541,"546,724487","650,913121",557061,674986,2331284,3667500,1271,114,"201,611909"
18,"92,03410287","1,284625","146,4528302",140 689,22074,HAUT-CORLAY,707,689,"28,4",2564,"718,541726","821,387553",100906,103952,506049,571559,327,7,"204,1930334"
18,"88,06540953","1,342517","116,2194595",175 559,22082,HINGLE,943,925,"23,4",337,"372,73807","485,178155",107503,135339,478481,741134,395,27,"189,7935135"
18,"77,30154342","1,529456","84,04925054",105 027,22091,KERMOROC'H,485,467,"10,6",616,"323,717526","442,48866",39251,53550,156506,247113,188,0,"224,8972163"
18,"77,83723371","1,51893","171,5820106",32 200,22095,LANDEBAERON,207,189,"13,2",644,"578,913043","699,294686",32429,25839,136105,119845,113,2,"170,3703704"
18,"84,72219114","1,395494","94,31464738",64 510,22326,SAINT-RIEUL,571,553,"15,9",637,"515,796848","563,887916",52156,82330,251584,377748,230,20,"116,6546112"
18,"107,4785523","1,100027","87,24060646",272 651,35082,COESMES,1535,1517,15,2324,"476,686645","563,18241",132344,185756,759390,1081431,578,32,"179,7303889"
18,"107,8577118","1,09616","87,21702756",311 463,35097,DOMALAIN,2050,2032,"15,4",3354,"573,660976","650,537561",177225,263628,1116543,1571138,739,59,"153,2790354"
18,"111,4034003","1,061272","70,28630705",157 987,35119,GENNES-SUR-SEICHE,982,964,17,1850,"514,164969","603,484725",67756,88634,413704,591694,353,32,"163,8869295"
18,"100,7622706","1,173349","68,14451827",242 218,35234,QUEDILLAC,1222,1204,"16,8",2654,"500,531097","614,680033",82046,131653,625217,881229,515,5,"201,1777409"
18,"113,98024","1,037279","62,42497262",154 904,35318,SAINT-THUAL,931,913,"12,7",1140,"409,780881","478,585392",56994,83174,397525,631115,358,14,"169,6648412"
18,"107,5665591","1,099127","108,3053666",336 141,35347,VAL-D'IZE,2670,2646,"15,4",4379,"650,767416","725,365918",286576,338769,1709174,2082825,1060,63,"127,037415"
17,"104,0465201","1,136312","72,8042328",144 355,22097,LANDEC,773,756,"15,5",759,"347,43467","435,058215",55040,73679,353004,501623,300,0,"190,9457672"
17,"90,21818644","1,310482","73,54277286",68 985,22274,SAINT-ANDRE-DES-EAUX,356,339,"16,7",524,"352,396067","461,865169",24931,40481,133415,223135,158,8,"203,4955752"
17,"77,32186659","1,529054","150,1821429",58 839,22291,SAINT-GILDAS,297,280,"19,8",1554,"498,693603","645,097643",42051,37192,168166,210780,140,0,"210,1392857"
17,"91,21688761","1,296134","98,51046025",61 753,22312,SAINT-MADEN,256,239,"21,3",656,"383,820313","524,1875",23544,22369,118717,177982,116,0,"258,3807531"
17,"79,20553457","1,49269","81,05235602",125 288,22358,TREGONNEAU,590,573,"13,3",632,"337,059322","455,427119",46443,73305,205814,333429,235,3,"218,6527051"
17,"83,25052082","1,420163","79,15306122",66 756,22365,TREMARGAT,213,196,"13,8",1390,"398,375587","590,600939",15514,16448,67718,98000,88,0,"340,5918367"
17,"127,2678738","0,92898","146,6637958",394 622,29055,FOLGOET,3268,3251,"21,9",977,"629,630355","720,899939",476804,620569,3008489,3692654,1418,59,"121,3848047"
17,"137,0952627","0,862388","87,82746051",126 065,29248,SAINT-FREGANT,840,823,"13,1",841,"497,835714","578,283333",72282,100050,496642,744742,351,0,"153,1773998"
17,"107,7783647","1,096967","127,2374552",220 939,29263,SAINT-SEGAL,1133,1116,"14,6",1620,"480,646955","576,303619",141997,165568,640647,1027399,467,31,"197,9740143"
17,"118,8093366","0,995118","87,6249282",226 059,35105,ERBREE,1758,1741,"14,3",3552,"616,518203","715,186007",152555,240344,1108395,1743720,690,48,"129,8443423"
17,"128,1231036","0,922779","48,31301939",53 588,35153,LILLEMER,378,361,"12,7",374,"384,312169","470,253968",17441,28997,150830,257051,151,1,"148,4432133"
17,"98,25479696","1,203293","156,6900149",31 921,35155,LOHEAC,688,671,"14,8",511,"840,646802","874,715116",105139,115050,582857,665431,297,33,"47,57228018"
17,"100,3344581","1,178352","61,31492537",116 782,35157,LOROUX,687,670,"17,4",1156,"501,395924","582,653566",41081,76121,300489,434976,269,0,"174,3014925"
17,"104,5527625","1,13081","42,09006928",85 861,35268,SAINT-GANTON,450,433,"21,6",1408,"411,282222","500,064444",18225,47874,173704,256527,211,2,"198,2933025"
17,"120,4547102","0,981525","66,23143165",136 515,35272,SAINT-GERMAIN-DU-PINEL,946,929,"12,7",1130,"512,251586","599,306554",61529,100014,468582,702511,365,32,"146,9483315"
17,"104,0423999","1,136357","125,4458089",286 629,35356,VIGNOC,1890,1873,"8,9",1409,"531,02963","604,874074",234960,297963,1256530,1852868,691,66,"153,0320342"
16,"91,7044416","1,289243","97,58176944",80 722,22045,COHINIAC,389,373,"17,3",1226,"420,807198","578,077121",36398,45926,192229,298327,180,0,"216,4128686"
16,"72,40769352","1,632828","98,4336",121 924,22165,PENGUILY,641,625,"12,6",1049,"406,084243","505,149766",61521,81551,229209,357516,235,0,"195,0784"
16,"97,11400543","1,217428","119,4082007",301 654,29010,BODILIS,1650,1634,"13,7",2008,"509,769091","609,706061",195113,219035,951261,1458163,579,22,"184,6107711"
16,"123,6494846","0,956165","126,0659925",143 743,29056,FOREST-LANDERNEAU,1895,1879,"18,7",921,"686,873879","744,830079",236878,365212,1576931,2389035,780,27,"76,4997339"
16,"105,6174268","1,119411","151,2518597",230 830,29106,LANDREVARZEC,1898,1882,"12,3",2032,"895,106955","961,236038",284656,332198,1546015,1944831,778,41,"122,6514346"
16,"106,4575526","1,110577","198,3760849",82 305,29265,SAINTE-SEVE,1053,1037,"15,1",998,"777,848053","838,807217",205716,188463,1032492,1161790,426,10,"79,3683703"
16,"99,98317908","1,182492","76,73189087",203 323,35025,BILLE,1079,1063,"18,4",1696,"488,502317","586,78962",81566,117522,500735,658363,435,42,"191,2728128"
16,"106,6821411","1,108239","107,2891761",52 045,35086,COMBOURTILLE,635,619,"13,9",925,"623,218898","673,407874",66412,65719,448139,409577,241,4,"84,07915994"
16,"96,292289","1,227817","138,3453064",499 522,35088,CORPS-NUDS,3329,3313,"14,3",2256,"797,223491","878,571944",458338,609050,2308617,3597671,1333,140,"150,7763356"
16,"89,50636034","1,320904","66,80821918",233 545,35101,DOURDAIN,1184,1168,8,1380,"346,164696","442,17652",78032,158903,461701,731705,447,27,"199,952911"
16,"98,91249117","1,195292","78,00135501",293 935,35118,GAHARD,1492,1476,"11,7",2496,"413,039544","508,379357",115130,154889,638616,891603,584,7,"199,1429539"
16,"99,36296512","1,189873","85,52464229",219 380,35142,LANDEAN,1274,1258,"23,4",2731,"530,397174","622,452119",107590,171526,710747,992125,527,12,"174,3879173"
16,"103,1603654","1,146073","78,19413549",159 590,35165,MARCILLE-ROBERT,1005,989,"24,6",2030,"439,570149","518,7801",77334,109530,440985,631898,390,17,"161,3650152"
15,"90,88130661","1,30092","156,755814",25 094,22139,MAGOAR,101,86,"24,7",779,"841,594059","1051,386139",13481,8433,99868,71705,55,0,"291,7906977"
15,"81,98179609","1,442141","111,8041002",296 839,22144,MEAUGON,1332,1317,"17,7",678,"420,855856","576,429429",147246,235175,615179,1035405,522,29,"225,3902809"
15,"82,39504512","1,434908","98,71879195",360 389,22287,SAINT-DONAN,1505,1490,18,2292,"416,89701","571,509635",147091,236184,679303,1085648,610,24,"241,8718121"
15,"94,47929355","1,251378","87,15873016",98 373,22305,SAINT-JOUAN-DE-L'ISLE,519,504,16,809,"409,418112","498,088632",43928,46213,244792,323025,211,3,"195,1845238"
15,"84,38549429","1,401062","84,65048544",89 799,22314,SAINT-MAUDAN,427,412,"14,3",667,"444,299766","624,330211",34876,52038,163714,271175,186,14,"217,9587379"
15,"111,6420911","1,059003","102,1288288",184 571,29035,COAT-MEAL,1125,1110,"9,2",1082,"443,76","517,411556",113363,165000,611030,985900,401,11,"166,2801802"
15,"86,19005328","1,371728","151,6161184",1 001 511,29069,GUILERS,8208,8177,"21,5",1898,"784,105141","869,288743",1239765,2031287,5888354,8015582,3182,330,"122,4790265"
15,"120,175186","0,983808","108,2847125",90 745,29094,KERNOUES,728,713,"20,6",778,"487,778846","568,965659",77207,108014,454076,728597,302,4,"127,2720898"
15,"110,9771731","1,065348","141,6756757",366 116,29237,ROCHE-MAURICE,1902,1887,"16,6",1204,"520,365931","628,944795",267342,305422,1270000,2069802,757,26,"194,0201378"
15,"90,91799753","1,300395","233,4840116",45 547,35022,BECHEREL,703,688,"19,8",57,"1074,725462","1103,514936",160637,117112,784006,588243,320,48,"66,20203488"
15,"95,49785862","1,238031","73,98846154",341 047,35107,ERCE-PRES-LIFFRE,1835,1820,"11,8",1578,"382,011444","473,724796",134659,255383,825496,1399183,716,26,"187,3884615"
15,"94,13348944","1,255975","85,01162791",30 615,35336,TIERCENT,187,172,"15,4",370,"433,545455","565,657754",14622,21428,87476,142838,98,0,"177,994186"
14,"76,39017912","1,547703","114,4348562",99 145,22140,MALHOURE,605,591,"10,6",502,"430,910744","525,233058",67631,98745,257258,418209,242,13,"167,7580372"
14,"78,93857898","1,497738","144,5725155",458 490,22307,SAINT-JULIEN,2117,2103,"16,8",569,"469,064714","623,044875",304036,475045,1177821,1949474,874,55,"218,0171184"
14,"88,19495757","1,340545","103,2077295",37 139,22309,SAINT-LAUNEUC,221,207,"28,4",1158,"522,384615","657,651584",21364,30859,125021,190576,102,2,"179,4154589"
14,"111,634185","1,059078","150,35449",789 225,29015,BOURG-BLANC,3622,3608,"17,9",2831,"556,154887","654,042242",542479,604972,2792132,3574490,1388,56,"218,743071"
14,"112,398203","1,051879","123,1533289",253 541,29093,KERNILIS,1501,1487,"11,6",1013,"466,868088","550,85543",183129,182938,829237,1029418,553,32,"170,5050437"
14,"117,5857625","1,005473","66,09865005",157 696,29180,PLOUDIRY,977,963,"10,9",2719,"620,015353","700,527124",63653,136072,504711,783578,383,21,"163,7549325"
14,"149,6988525","0,789781","221,2329486",126 685,29181,PLOUEDERN,2873,2859,"16,7",1962,"951,402367","984,455969",632505,433463,5089979,3658888,1214,45,"44,31094788"
14,"104,3282945","1,133243","149,7826291",386 673,29204,PLOUNEVENTER,2144,2130,"13,8",2728,"524,724813","617,484142",319037,352655,1429780,2188244,852,15,"181,5366197"
14,"115,3720063","1,024766","82,79411765",85 508,35028,BOISTRUDAN,728,714,"12,9",1280,"536,531593","615,076923",59115,106809,418733,698418,290,8,"119,7591036"
14,"96,55163325","1,224519","167,027221",339 333,35032,BOURGBARRE,4055,4041,"11,2",1420,"884,973613","948,323551",674957,731429,3370537,4359169,1618,168,"83,97253155"
14,"98,29482417","1,202803","149,9111724",715 225,35040,BRETEIL,3639,3625,"14,8",1470,"508,728222","629,154713",543428,629380,2888693,3277259,1504,132,"197,3034483"
14,"95,79397685","1,234204","92,45081332",114 932,35058,CHAPELLE-CHAUSSEE,1305,1291,"10,6",1476,"731,104215","798,262835",119354,207759,651047,1076210,470,17,"89,02556158"
14,"129,045095","0,916186","50,88644689",44 220,35114,FORGES-LA-FORET,287,273,"17,9",604,"415,958188","513,675958",13892,18316,110664,157846,122,6,"161,978022"
14,"111,7581757","1,057903","64,04724409",59 258,35232,PRINCE,395,381,"20,5",1236,"528,913924","647,673418",24402,39358,168113,269295,185,16,"155,5328084"
14,"110,6666805","1,068337","66,32378223",50 208,35277,SAINT-GONLAY,363,349,"15,7",926,"430,749311","515,038567",23147,33927,162529,273939,161,0,"143,8624642"
14,"91,01199136","1,299052","154,8068521",449 946,35363,PONT-PEAN,4363,4349,"10,5",876,"760,120101","835,225074",673255,1041552,2925311,4961023,1787,283,"103,4596459"
14,"122,3014588","0,966704","714,6395939",3 223,56225,SAINT-LERY,211,197,"15,3",158,"1238,748815","1225,398104",140784,30272,779215,199404,97,4,"16,36040609"
13,"99,14191338","1,192526","136,2486772",47 648,22261,QUINTENIC,391,378,"14,5",750,"556,074169","644,143223",51502,43575,290299,267147,152,4,"126,0529101"
13,"91,7816119","1,288159","114,5595568",73 420,22288,SAINT-ETIENNE-DU-GUE-DE-L'ISLE,374,361,"25,4",1491,"594,219251","751,406417",41356,56231,259392,275860,200,9,"203,3795014"
13,"103,5532281","1,141725","78,54316547",38 368,22352,TREFUMEL,291,278,"22,9",581,"467,948454","556,33677",21835,31384,160146,232281,137,0,"138,0143885"
13,"130,5250281","0,905798","46,33980583",27 704,22373,TREOGAN,116,103,28,710,"566,224138","770,637931",4773,6566,46956,69116,64,0,"268,9708738"
13,"110,8759083","1,066321","127,7363587",261 099,29047,DRENNEC,1864,1851,"16,4",950,"546,301502","643,598712",236440,296455,1246034,1619853,748,37,"141,0583468"
13,"99,8421748","1,184162","179,324666",340 846,29216,PLUGUFFAN,4219,4192,"19,2",3209,"874,163546","933,041716",751729,882698,3804980,4943575,1779,215,"81,30868321"
13,"124,9474858","0,946232","88,86547085",36 456,29246,SAINT-ELOY,236,223,"14,7",1242,"505,919492","627,025424",19817,26203,124281,180307,101,3,"163,4798206"
13,"122,4971087","0,96516","95,26355748",155 807,29255,SAINT-MEEN,935,922,"8,3",1174,"444,402139","529,612834",87833,101080,488733,666481,346,13,"168,9880694"
13,"118,1002259","1,001093","97,47040498",82 501,29294,TREHOU,655,642,"14,8",2279,"538,271756","626,080916",62576,87661,359050,526284,269,9,"128,5062305"
13,"108,5418415","1,089251","68,44668911",154 601,35003,ANDOUILLE-NEUVILLE,904,891,"9,1",1261,"421,318584","490,448009",60986,82577,411716,524335,357,4,"173,5140292"
13,"92,2703408","1,281336","202,8045297",354 788,35059,CHAPELLE-DES-FOUGERETZ,4914,4901,11,871,"885,271266","939,856125",993945,1228321,4518701,5904709,1921,332,"72,39094062"
13,"118,7379829","0,995716","211,4639406",476 653,35068,CHATEAUBOURG,7174,7141,"12,7",2860,"1105,133538","1133,565514",1510064,1207552,11051480,7977760,2953,248,"66,74877468"
13,"100,0240348","1,182009","94,48846154",43 473,35244,ROMAZY,273,260,"21,4",718,"572,809524","672,410256",24567,29301,148838,221187,131,0,"167,2038462"
13,"98,19449101","1,204032","104,019544",189 984,35279,SAINT-GUINOUX,1241,1228,"10,2",637,"446,49718","525,202256",127736,176580,663863,961333,490,21,"154,7100977"
13,"108,5134492","1,089536","75,75961538",66 917,35305,SAINT-PERAN,429,416,"9,6",937,"423,538462","499,773893",31516,43598,197837,318720,185,5,"160,8581731"
13,"114,2248158","1,035058","124,8023033",61 423,35307,SAINT-PERN,1055,1042,"19,9",1213,"721,656872","757,957346",130044,105067,773119,709164,360,10,"58,94721689"
13,"94,78940594","1,247284","79,00195925",551 031,35331,TALENSAC,2565,2552,"15,3",2152,"424,384405","550,654971",201613,345748,1179033,1963658,1022,52,"215,9212382"
13,"111,4114837","1,061195","91,49355742",286 980,35333,THEIL-DE-BRETAGNE,1798,1785,"15,9",2420,"482,693548","566,980534",163316,232126,1016077,1510578,669,23,"160,7731092"
13,"107,5874085","1,098914","108,8217822",149 174,56029,CALAN,1225,1212,"10,4",1229,"1093,44","1168,689796",131892,165811,703795,939584,470,10,"123,0808581"
13,"110,1865712","1,072992","91,93634259",118 450,56092,KERFOURN,877,864,"16,6",1946,"571,440137","669,359179",79433,112504,422091,656338,375,9,"137,0949074"
12,"90,87020035","1,301079","100,5559846",61 502,22006,BERHET,271,259,"11,5",323,"354,136531","489,442804",26044,31696,127897,194738,116,4,"237,4594595"
12,"144,5437967","0,817948","33,37142857",38 298,22036,CHAPELLE-BLANCHE,222,210,"13,8",792,"409,072072","540,851351",7008,7903,87506,145788,96,0,"182,3714286"
12,"85,15127486","1,388462","102,8257477",286 117,22281,SAINT-CARREUC,1550,1538,"15,1",1269,"537,613548","658,725161",158146,222995,783028,1190555,670,4,"186,0318596"
12,"91,2385686","1,295826","71,26917058",132 733,22304,SAINT-JEAN-KERDANIEL,651,639,"18,5",1112,"352,786482","455,254992",45541,59860,246864,352516,228,0,"207,7198748"
12,"75,16425192","1,572946","88,36737235",179 589,22338,SQUIFFIEC,815,803,"17,5",1080,"350,580368","471,188957",70959,117500,304769,485374,335,9,"223,6475716"
12,"121,2319832","0,975232","78,38823529",42 762,29299,TREOUERGAT,352,340,"10,1",610,"450,616477","521,661932",26652,37610,190177,291864,124,0,"125,7705882"
12,"110,5279434","1,069678","77,03349282",432 965,35015,BALAZE,2311,2299,"13,4",3666,"546,30463","660,441367",177100,301510,1192827,1791128,882,76,"188,3275337"
12,"100,6558113","1,17459","76,95373134",126 146,35017,BAUSSAINE,682,670,"10,5",963,"370,250733","454,969208",51559,78994,301093,480627,275,24,"188,2776119"
12,"94,54033713","1,25057","156,0902569",742 987,35023,BEDEE,4333,4321,"12,4",3895,"597,016386","689,01177",674466,806238,3587939,4257752,1761,113,"171,9479287"
12,"101,2808677","1,167341","75,79439252",37 077,35071,CHATELLIER,440,428,"15,4",1343,"515,527273","568,375",32440,45576,237348,301140,178,3,"86,62850467"
12,"127,2018753","0,929462","151,6306122",56 044,35087,CORNILLE,992,980,"9,4",1247,"749,924395","792,216734",148598,90458,1042590,614831,362,28,"57,1877551"
12,"95,63559205","1,236248","75,51153846",81 960,35180,MINIAC-SOUS-BECHEREL,792,780,"13,6",1355,"711,424242","795,887626",58899,96356,333822,550732,310,13,"105,0769231"
12,"102,7686856","1,150441","77,15116279",32 537,35286,SAINT-LEGER-DES-PRES,270,258,"16,5",554,"523,159259","606,022222",19905,34904,143422,212833,115,0,"126,1124031"
12,"94,93257155","1,245403","68,92184725",95 980,35295,SAINT-MAUGAN,575,563,"12,3",843,"424,053913","516,168696",38803,63434,238129,381015,220,9,"170,4795737"
11,"97,56745042","1,21177","72,48560461",245 856,22003,AUCALEUC,1053,1042,"11,7",638,"356,533713","498,004748",75530,120366,438311,666740,392,30,"235,9462572"
11,"85,30216276","1,386006","93,62569061",153 352,22075,HEMONSTOIR,735,724,"19,1",1403,"497,555102","668,681633",67785,98290,341315,465844,321,45,"211,8121547"
11,"80,09155366","1,476177","88,26627219",126 807,22310,SAINT-LAURENT,518,507,"19,4",896,"370,366795","509,677606",44751,52588,185781,302242,237,2,"250,112426"
11,"90,4554238","1,307045","101,2251497",313 619,35027,BOISGERVILLY,1681,1670,12,1995,"468,050565","577,56395",169046,226900,858819,1114104,690,46,"187,7958084"
11,"126,4202006","0,935209","63,41144414",104 333,35042,BRIELLES,745,734,"15,7",1140,"545,688591","626,371812",46544,79499,390538,608115,280,21,"142,1430518"
11,"116,2061602","1,01741","63,10760668",66 658,35102,DROUGES,550,539,"12,8",1163,"562,032727","648,761818",34015,49390,253181,350096,218,8,"123,6697588"
11,"113,4875717","1,041782","68,67537313",32 080,35185,MONTAUTOUR,279,268,"9,2",690,"568,982079","656,157706",18405,21955,109690,160320,105,3,"119,7014925"
11,"111,3955279","1,061347","114,3424209",108 097,35218,PETIT-FOUGERAY,928,917,"6,5",895,"546,96444","608,794181",104852,123303,602679,862569,324,5,"117,8811341"
11,"97,75436449","1,209453","153,5684973",550 540,35227,PLEUMELEUC,3325,3314,"10,6",1951,"543,258045","634,754887",508926,623239,2744897,3372958,1371,107,"166,1255281"
11,"115,0743169","1,027417","93,73254565",89 176,35274,SAINT-GERMAIN-SUR-ILLE,942,931,10,390,"515,408705","572,041401",87265,112683,632198,877651,357,18,"95,78517723"
